x_m,y_m,r_m,phi_deg,E_diam_given_detectable_m,E_diam_mixed_mm,p_detectable,cov_weight,Dmin_m,Dmax_m,E_diam_err_given_detectable_m,E_diam_err_mixed_m,cov_err,n_ok,usable,near_axis_unusable_band
810.0,-1320.0,1548.7091,301.5348,70.330287,70.330287,1.0,1.0,36.657507,100.81083,71.126643,71.126643,1.0,300,1,0
840.0,-1320.0,1564.6086,302.4712,69.675337,69.675337,1.0,1.0,37.309989,98.881324,69.897107,69.897107,1.0,300,1,0
870.0,-1320.0,1580.9175,303.3885,69.093681,69.093681,1.0,1.0,37.98627,97.006685,70.208917,70.208917,1.0,300,1,0
900.0,-1320.0,1597.6232,304.2869,68.586674,68.586674,1.0,1.0,38.686349,95.186796,68.719991,68.719991,1.0,300,1,0
930.0,-1320.0,1614.7136,305.1664,68.155697,68.155697,1.0,1.0,39.410228,93.421512,68.433573,68.433573,1.0,300,1,0
960.0,-1320.0,1632.1765,306.0274,67.802157,67.802157,1.0,1.0,40.157905,91.710655,69.107906,69.107906,1.0,300,1,0
990.0,-1320.0,1650.0,306.8699,67.527403,67.527403,1.0,1.0,40.92938,90.054011,67.102892,67.102892,1.0,300,1,0
1020.0,-1320.0,1668.1727,307.6942,67.33294,67.33294,1.0,1.0,41.724655,88.451329,66.56447,66.56447,1.0,300,1,0
1050.0,-1320.0,1686.6831,308.5007,67.22029,67.22029,1.0,1.0,42.543728,86.90232,67.169484,67.169484,1.0,300,1,0
1080.0,-1320.0,1705.5204,309.2894,67.190967,67.190967,1.0,1.0,43.3866,85.406654,67.637712,67.637712,1.0,300,1,0
1110.0,-1320.0,1724.6739,310.0608,67.246516,67.246516,1.0,1.0,44.25327,83.963956,67.137788,67.137788,1.0,300,1,0
1140.0,-1320.0,1744.133,310.8151,67.388509,67.388509,1.0,1.0,45.14374,82.573809,66.756175,66.756175,1.0,300,1,0
1170.0,-1320.0,1763.8878,311.5526,67.618463,67.618463,1.0,1.0,46.058008,81.23575,67.36301,67.36301,1.0,300,1,0
1200.0,-1320.0,1783.9282,312.2737,67.938037,67.938037,1.0,1.0,46.996075,82.726715,67.995099,67.995099,1.0,300,1,0
-1230.0,-1290.0,1782.4141,226.3639,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-1200.0,-1290.0,1761.8456,227.07,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-1170.0,-1290.0,1741.551,227.7927,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-1140.0,-1290.0,1721.54,228.5323,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-1110.0,-1290.0,1701.8226,229.2892,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-1080.0,-1290.0,1682.409,230.0636,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-1050.0,-1290.0,1663.31,230.856,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-1020.0,-1290.0,1644.5364,231.6667,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-990.0,-1290.0,1626.0996,232.4959,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-960.0,-1290.0,1608.0112,233.3439,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-930.0,-1290.0,1590.283,234.211,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-900.0,-1290.0,1572.9272,235.0975,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-870.0,-1290.0,1555.9563,236.0035,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-840.0,-1290.0,1539.383,236.9293,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-810.0,-1290.0,1523.2203,237.875,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-780.0,-1290.0,1507.4813,238.8407,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-750.0,-1290.0,1492.1796,239.8265,186.268848,186.268848,1.0,1.0,35.929407,279.53558,196.412722,196.412722,1.0,300,1,0
