x_m,y_m,r_m,phi_deg,E_diam_given_detectable_m,E_diam_mixed_mm,p_detectable,cov_weight,Dmin_m,Dmax_m,E_diam_err_given_detectable_m,E_diam_err_mixed_m,cov_err,n_ok,usable,near_axis_unusable_band
-200.0,-1720.0,1731.5889,263.3675,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-180.0,-1720.0,1729.393,264.0257,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-160.0,-1720.0,1727.4258,264.6855,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-140.0,-1720.0,1725.6883,265.3466,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-120.0,-1720.0,1724.181,266.0091,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-100.0,-1720.0,1722.9045,266.6726,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-80.0,-1720.0,1721.8595,267.337,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-60.0,-1720.0,1721.0462,268.0021,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-40.0,-1720.0,1720.4651,268.6678,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-20.0,-1720.0,1720.1163,269.3338,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
0.0,-1720.0,1720.0,270.0,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
20.0,-1720.0,1720.1163,270.6662,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
40.0,-1720.0,1720.4651,271.3322,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
60.0,-1720.0,1721.0462,271.9979,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
80.0,-1720.0,1721.8595,272.663,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
100.0,-1720.0,1722.9045,273.3274,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
120.0,-1720.0,1724.181,273.9909,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
140.0,-1720.0,1725.6883,274.6534,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
160.0,-1720.0,1727.4258,275.3145,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
180.0,-1720.0,1729.393,275.9743,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
200.0,-1720.0,1731.5889,276.6325,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
220.0,-1720.0,1734.0127,277.289,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
240.0,-1720.0,1736.6635,277.9435,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
260.0,-1720.0,1739.5402,278.5959,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
280.0,-1720.0,1742.6417,279.2461,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
300.0,-1720.0,1745.9668,279.8939,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
320.0,-1720.0,1749.5142,280.5392,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
340.0,-1720.0,1753.2826,281.1818,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
360.0,-1720.0,1757.2706,281.8215,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
380.0,-1720.0,1761.4767,282.4582,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
400.0,-1720.0,1765.8992,283.0919,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
420.0,-1720.0,1770.5366,283.7223,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
440.0,-1720.0,1775.3873,284.3493,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
460.0,-1720.0,1780.4494,284.9729,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
480.0,-1720.0,1785.7211,285.5928,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
500.0,-1720.0,1791.2007,286.209,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
520.0,-1720.0,1796.8862,286.8214,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-580.0,-1700.0,1796.2182,251.1616,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-560.0,-1700.0,1789.8603,251.7675,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-540.0,-1700.0,1783.704,252.3777,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-520.0,-1700.0,1777.7514,252.9921,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-500.0,-1700.0,1772.0045,253.6105,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-480.0,-1700.0,1766.4654,254.2328,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-460.0,-1700.0,1761.136,254.859,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-440.0,-1700.0,1756.0182,255.4889,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-420.0,-1700.0,1751.1139,256.1225,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-400.0,-1700.0,1746.4249,256.7595,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-380.0,-1700.0,1741.9529,257.3998,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-360.0,-1700.0,1737.6996,258.0434,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-340.0,-1700.0,1733.6666,258.6901,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-320.0,-1700.0,1729.8555,259.3397,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-300.0,-1700.0,1726.2677,259.992,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-280.0,-1700.0,1722.9045,260.647,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-260.0,-1700.0,1719.7674,261.3045,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-240.0,-1700.0,1716.8576,261.9643,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-220.0,-1700.0,1714.1762,262.6262,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-200.0,-1700.0,1711.7243,263.2902,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-180.0,-1700.0,1709.5029,263.9559,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-160.0,-1700.0,1707.5128,264.6233,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-140.0,-1700.0,1705.755,265.2921,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-120.0,-1700.0,1704.23,265.9623,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-100.0,-1700.0,1702.9386,266.6335,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-80.0,-1700.0,1701.8813,267.3057,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-60.0,-1700.0,1701.0585,267.9786,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-40.0,-1700.0,1700.4705,268.6521,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-20.0,-1700.0,1700.1176,269.326,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
0.0,-1700.0,1700.0,270.0,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
20.0,-1700.0,1700.1176,270.674,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
40.0,-1700.0,1700.4705,271.3479,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
60.0,-1700.0,1701.0585,272.0214,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
80.0,-1700.0,1701.8813,272.6943,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
100.0,-1700.0,1702.9386,273.3665,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
120.0,-1700.0,1704.23,274.0377,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
140.0,-1700.0,1705.755,274.7079,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
160.0,-1700.0,1707.5128,275.3767,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
180.0,-1700.0,1709.5029,276.0441,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
200.0,-1700.0,1711.7243,276.7098,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
220.0,-1700.0,1714.1762,277.3738,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
240.0,-1700.0,1716.8576,278.0357,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
260.0,-1700.0,1719.7674,278.6955,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
280.0,-1700.0,1722.9045,279.353,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
300.0,-1700.0,1726.2677,280.008,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
320.0,-1700.0,1729.8555,280.6603,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
340.0,-1700.0,1733.6666,281.3099,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
360.0,-1700.0,1737.6996,281.9566,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
380.0,-1700.0,1741.9529,282.6002,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
400.0,-1700.0,1746.4249,283.2405,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
420.0,-1700.0,1751.1139,283.8775,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
440.0,-1700.0,1756.0182,284.5111,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
460.0,-1700.0,1761.136,285.141,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
480.0,-1700.0,1766.4654,285.7672,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
500.0,-1700.0,1772.0045,286.3895,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
520.0,-1700.0,1777.7514,287.0079,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
540.0,-1700.0,1783.704,287.6223,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
560.0,-1700.0,1789.8603,288.2325,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
580.0,-1700.0,1796.2182,288.8384,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-640.0,-1680.0,1797.7764,249.1455,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
-620.0,-1680.0,1790.754,249.7435,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0
